expected_return,risk,weight_005930.KS,weight_AAPL,weight_NVDA
0.0032878530699589326,0.0322331898334555,0.0,0.0,1.0
0.0032382867360252893,0.03172116351668679,0.0,0.02,0.98
0.0031887204020916455,0.031212714906278378,0.0,0.04,0.96
0.003139154068158002,0.03070802171655271,0.0,0.06,0.94
0.003089587734224359,0.030207272181105055,0.0,0.08,0.92
0.0030400214002907155,0.029710665702031704,0.0,0.1,0.9
0.002990455066357072,0.02921841353064591,0.0,0.12,0.88
0.0029408887324234288,0.028730739478704873,0.0,0.14,0.86
0.002891322398489785,0.028247880658449735,0.0,0.16,0.84
0.002841756064556142,0.027770088248874118,0.0,0.18,0.8200000000000001
0.0027921897306224983,0.02729762828455841,0.0,0.2,0.8
0.002742623396688855,0.02683078246210907,0.0,0.22,0.78
0.002693057062755211,0.026369848957693055,0.0,0.24,0.76
0.002643490728821568,0.025915143247327438,0.0,0.26,0.74
0.002593924394887924,0.025466998919442502,0.0,0.28,0.72
0.002544358060954281,0.025025768466756415,0.0,0.3,0.7
0.0024947917270206374,0.024591824041659525,0.0,0.32,0.6799999999999999
0.002445225393086994,0.024165558156095144,0.0,0.34,0.6599999999999999
0.0023956590591533507,0.023747384303344218,0.0,0.36,0.64
0.0023460927252197073,0.02333773747519779,0.0,0.38,0.62
0.0022965263912860636,0.022937074543786372,0.0,0.4,0.6
0.0022469600573524207,0.02254587447291863,0.0,0.42,0.5800000000000001
0.002197393723418777,0.022164638319300954,0.0,0.44,0.56
0.0021478273894851335,0.02179388897965836,0.0,0.46,0.54
0.00209826105555149,0.021434170635817786,0.0,0.48,0.52
0.0020486947216178464,0.02108604784658477,0.0,0.5,0.5
0.001999128387684203,0.020750104233159903,0.0,0.52,0.48
0.0019495620537505597,0.02042694070439742,0.0,0.54,0.45999999999999996
0.0018999957198169162,0.02011717316996514,0.0,0.56,0.43999999999999995
0.001850429385883273,0.019821429694025405,0.0,0.58,0.42000000000000004
0.0018008630519496295,0.0195403470500257,0.0,0.6,0.4
0.001751296718015986,0.019274566649113895,0.0,0.62,0.38
0.0017017303840823424,0.019024729830992307,0.0,0.64,0.36
0.001652164050148699,0.018791472526888175,0.0,0.66,0.33999999999999997
0.0016025977162150555,0.018575419329607795,0.0,0.68,0.31999999999999995
0.0015530313822814121,0.01837717703479428,0.0,0.7000000000000001,0.29999999999999993
0.0015034650483477688,0.018197327749452753,0.0,0.72,0.28
0.0014538987144141254,0.018036421696923852,0.0,0.74,0.26
0.0014043323804804816,0.017894969879632575,0.0,0.76,0.24
0.0013547660465468383,0.017773436789548562,0.0,0.78,0.21999999999999997
0.001305199712613195,0.017672233378569584,0.0,0.8,0.19999999999999996
0.0012556333786795514,0.017591710514233944,0.0,0.8200000000000001,0.17999999999999994
0.0012060670447459083,0.017532153147917073,0.0,0.84,0.16000000000000003
0.0011565007108122645,0.017493775411352965,0.0,0.86,0.14
0.0011069343768786211,0.017476716832378045,0.0,0.88,0.12
0.0010573680429449778,0.017481039822928843,0.0,0.9,0.09999999999999998
0.0010078017090113342,0.01750672854356151,0.0,0.92,0.07999999999999996
0.0009582353750776907,0.017553689192318186,0.0,0.9400000000000001,0.05999999999999994
0.0009086690411440476,0.017621751705732734,0.0,0.96,0.040000000000000036
0.000859102707210404,0.017710672800656396,0.0,0.98,0.020000000000000018
0.0008095363732767605,0.017820140231792663,0.0,1.0,0.0
0.0032414840027763046,0.03157270643097405,0.02,0.0,0.98
0.003191917668842661,0.031060529460035395,0.02,0.02,0.96
0.0031423513349090174,0.030552002524456764,0.02,0.04,0.94
0.003092785000975374,0.03004731094668087,0.02,0.06,0.9199999999999999
0.0030432186670417308,0.029546651264636965,0.02,0.08,0.9
0.0029936523331080874,0.029050231939470768,0.02,0.1,0.88
0.002944085999174444,0.02855827409833184,0.02,0.12,0.86
0.0028945196652408003,0.02807101231108854,0.02,0.14,0.84
0.002844953331307157,0.02758869539899535,0.02,0.16,0.82
0.0027953869973735136,0.02711158727229447,0.02,0.18,0.8
0.0027458206634398703,0.026639967792461035,0.02,0.2,0.78
0.0026962543295062265,0.02617413365326372,0.02,0.22,0.76
0.002646687995572583,0.02571439927297336,0.02,0.24,0.74
0.0025971216616389394,0.0252610976878738,0.02,0.26,0.72
0.0025475553277052965,0.02481458143467551,0.02,0.28,0.7
0.0024979889937716527,0.024375223406471812,0.02,0.3,0.6799999999999999
0.0024484226598380093,0.023943417663485508,0.02,0.32,0.6599999999999999
0.0023988563259043656,0.023519580176020096,0.02,0.34,0.6399999999999999
0.0023492899919707226,0.023104149472763437,0.02,0.36,0.62
0.002299723658037079,0.022697587162929495,0.02,0.38,0.6
0.0022501573241034355,0.022300378295741937,0.02,0.4,0.58
0.002200590990169792,0.021913031515585508,0.02,0.42,0.56
0.002151024656236149,0.0215360789659659,0.02,0.44,0.54
0.0021014583223025055,0.02117007589048805,0.02,0.46,0.52
0.0020518919883688617,0.020815599874737155,0.02,0.48,0.5
0.0020023256544352184,0.02047324966967191,0.02,0.5,0.48
0.001952759320501575,0.020143643535460855,0.02,0.52,0.45999999999999996
0.0019031929865679315,0.019827417045246626,0.02,0.54,0.43999999999999995
0.001853626652634288,0.019525220291817153,0.02,0.56,0.41999999999999993
0.0018040603187006448,0.019237714447336764,0.02,0.58,0.4
0.0017544939847670012,0.018965567637853092,0.02,0.6,0.38
0.0017049276508333577,0.018709450110842935,0.02,0.62,0.36
0.0016553613168997143,0.01847002869596283,0.02,0.64,0.33999999999999997
0.0016057949829660708,0.01824796058645156,0.02,0.66,0.31999999999999995
0.0015562286490324272,0.018043886500837842,0.02,0.68,0.29999999999999993
0.0015066623150987838,0.01785842332069033,0.02,0.7000000000000001,0.2799999999999999
0.0014570959811651407,0.017692156338396513,0.02,0.72,0.26
0.001407529647231497,0.017545631286989386,0.02,0.74,0.24
0.0013579633132978536,0.017419346358894392,0.02,0.76,0.21999999999999997
0.0013083969793642103,0.017313744448810117,0.02,0.78,0.19999999999999996
0.0012588306454305667,0.017229205874378206,0.02,0.8,0.17999999999999994
0.0012092643114969231,0.017166041833810826,0.02,0.8200000000000001,0.15999999999999992
0.0011596979775632798,0.01712448885000681,0.02,0.84,0.14
0.0011101316436296364,0.01710470442490315,0.02,0.86,0.12
0.001060565309695993,0.017106764086408176,0.02,0.88,0.09999999999999998
0.0010109989757623495,0.01713065995541845,0.02,0.9,0.07999999999999996
0.000961432641828706,0.017176300895820357,0.02,0.92,0.05999999999999994
0.0009118663078950625,0.01724351424086085,0.02,0.9400000000000001,0.039999999999999925
0.0008622999739614193,0.017332049020274895,0.02,0.96,0.020000000000000018
0.0008127336400277758,0.01744158054945372,0.02,0.98,0.0
0.003195114935593676,0.03091715358634562,0.04,0.0,0.96
0.0031455486016600327,0.03040490249600211,0.04,0.02,0.94
0.0030959822677263894,0.029896378955594872,0.04,0.04,0.9199999999999999
0.003046415933792746,0.029391776443030898,0.04,0.06,0.8999999999999999
0.0029968495998591027,0.02889130040778895,0.04,0.08,0.88
0.0029472832659254594,0.028395169043070247,0.04,0.1,0.86
0.0028977169319918156,0.027903614096947967,0.04,0.12,0.84
0.0028481505980581722,0.027416881721189255,0.04,0.14,0.82
0.0027985842641245285,0.026935233355428703,0.04,0.16,0.7999999999999999
0.0027490179301908856,0.026458946643140312,0.04,0.18,0.78
0.0026994515962572418,0.025988316374346423,0.04,0.2,0.76
0.0026498852623235984,0.025523655448174507,0.04,0.22,0.74
0.0026003189283899547,0.0250652958461807,0.04,0.24,0.72
0.0025507525944563117,0.024613589604757537,0.04,0.26,0.7
0.0025011862605226684,0.024168909771889225,0.04,0.28,0.6799999999999999
0.0024516199265890246,0.023731651329973777,0.04,0.3,0.6599999999999999
0.002402053592655381,0.023302232062371173,0.04,0.32,0.6399999999999999
0.0023524872587217375,0.022881093336752544,0.04,0.34,0.6199999999999999
0.002302920924788094,0.022468700773235508,0.04,0.36,0.6
0.002253354590854451,0.022065544759752375,0.04,0.38,0.58
0.0022037882569208075,0.021672140771218387,0.04,0.4,0.5599999999999999
0.002154221922987164,0.02128902944302081,0.04,0.42,0.54
0.002104655589053521,0.020916776343393277,0.04,0.44,0.52
0.002055089255119877,0.020555971383729253,0.04,0.46,0.49999999999999994
0.0020055229211862337,0.020207227801291416,0.04,0.48,0.48
0.0019559565872525903,0.019871180645681396,0.04,0.5,0.45999999999999996
0.0019063902533189468,0.019548484699555377,0.04,0.52,0.43999999999999995
0.0018568239193853032,0.019239811766221304,0.04,0.54,0.41999999999999993
0.0018072575854516599,0.01894584726281552,0.04,0.56,0.3999999999999999
0.0017576912515180165,0.018667286068619362,0.04,0.58,0.38
0.001708124917584373,0.01840482759454258,0.04,0.6,0.36
0.0016585585836507298,0.01815917006246241,0.04,0.62,0.33999999999999997
0.001608992249717086,0.01793100401219785,0.04,0.64,0.31999999999999995
0.0015594259157834427,0.017721005089128248,0.04,0.66,0.29999999999999993
0.0015098595818497991,0.017529826205863897,0.04,0.68,0.2799999999999999
0.0014602932479161556,0.017358089215178764,0.04,0.7000000000000001,0.2599999999999999
0.0014107269139825125,0.017206376276016042,0.04,0.72,0.24
0.001361160580048869,0.0170752211364017,0.04,0.74,0.21999999999999997
0.0013115942461152255,0.016965100592617202,0.04,0.76,0.19999999999999996
0.0012620279121815822,0.016876426408859526,0.04,0.78,0.17999999999999994
0.0012124615782479384,0.01680953799201844,0.04,0.8,0.15999999999999992
0.001162895244314295,0.016764696109145574,0.04,0.8200000000000001,0.1399999999999999
0.0011133289103806517,0.016742077909098374,0.04,0.84,0.12
0.0010637625764470084,0.01674177346496088,0.04,0.86,0.09999999999999998
0.0010141962425133648,0.016763783992441744,0.04,0.88,0.07999999999999996
0.0009646299085797214,0.016808021825719218,0.04,0.9,0.05999999999999994
0.0009150635746460779,0.0168743121518446,0.04,0.92,0.039999999999999925
0.0008654972407124344,0.016962396424366363,0.04,0.9400000000000001,0.019999999999999907
0.0008159309067787912,0.017071937302844464,0.04,0.96,0.0
0.003148745868411048,0.030266851675640482,0.06,0.0,0.94
0.0030991795344774047,0.029754613612234776,0.06,0.02,0.9199999999999999
0.0030496132005437613,0.02924618643561896,0.06,0.04,0.8999999999999999
0.0030000468666101176,0.028741772384388672,0.06,0.06,0.8799999999999999
0.0029504805326764747,0.028241586490855324,0.06,0.08,0.86
0.002900914198742831,0.02774585742413353,0.06,0.1,0.84
0.0028513478648091875,0.02725482837655851,0.06,0.12,0.82
0.0028017815308755438,0.026768757991853145,0.06,0.14,0.7999999999999999
0.0027522151969419004,0.026287921332288217,0.06,0.16,0.7799999999999999
0.002702648863008257,0.02581261088061755,0.06,0.18,0.76
0.0026530825290746137,0.025343137570774596,0.06,0.2,0.74
0.00260351619514097,0.024879831839135634,0.06,0.22,0.72
0.002553949861207327,0.02442304468553332,0.06,0.24,0.7
0.0025043835272736837,0.0239731487300871,0.06,0.26,0.6799999999999999
0.00245481719334004,0.02353053924825408,0.06,0.28,0.6599999999999999
0.002405250859406396,0.02309563516225098,0.06,0.3,0.6399999999999999
0.002355684525472753,0.02266887996212896,0.06,0.32,0.6199999999999999
0.0023061181915391095,0.022250742524294535,0.06,0.34,0.5999999999999999
0.002256551857605466,0.021841717789196802,0.06,0.36,0.58
0.0022069855236718228,0.021442327253327988,0.06,0.38,0.5599999999999999
0.0021574191897381794,0.021053119223766768,0.06,0.4,0.5399999999999999
0.002107852855804536,0.020674668776473618,0.06,0.42,0.52
0.0020582865218708923,0.020307577352778387,0.06,0.44,0.49999999999999994
0.002008720187937249,0.019952471922463435,0.06,0.46,0.4799999999999999
0.0019591538540036056,0.019610003637167823,0.06,0.48,0.45999999999999996
0.001909587520069962,0.019280845895297438,0.06,0.5,0.43999999999999995
0.0018600211861363185,0.018965691740142527,0.06,0.52,0.41999999999999993
0.0018104548522026752,0.018665250517510938,0.06,0.54,0.3999999999999999
0.0017608885182690318,0.018380243728966263,0.06,0.56,0.3799999999999999
0.0017113221843353885,0.0181114000327527,0.06,0.58,0.36
0.0016617558504017451,0.017859449367548116,0.06,0.6,0.33999999999999997
0.0016121895164681013,0.017625116204810238,0.06,0.62,0.31999999999999995
0.001562623182534458,0.017409111973605763,0.06,0.64,0.29999999999999993
0.0015130568486008144,0.017212126746612464,0.06,0.66,0.2799999999999999
0.0014634905146671709,0.017034820325697312,0.06,0.68,0.2599999999999999
0.0014139241807335275,0.016877812917305304,0.06,0.7000000000000001,0.23999999999999988
0.0013643578467998842,0.016741675638052324,0.06,0.72,0.21999999999999997
0.0013147915128662408,0.016626921134815707,0.06,0.74,0.19999999999999996
0.0012652251789325973,0.016533994636277013,0.06,0.76,0.17999999999999994
0.0012156588449989537,0.01646326576949186,0.06,0.78,0.15999999999999992
0.0011660925110653104,0.01641502147171417,0.06,0.8,0.1399999999999999
0.0011165261771316668,0.01638946030204111,0.06,0.8200000000000001,0.11999999999999988
0.0010669598431980237,0.016386688409283773,0.06,0.84,0.09999999999999998
0.0010173935092643801,0.01640671734409898,0.06,0.86,0.07999999999999996
0.0009678271753307367,0.016449463819553235,0.06,0.88,0.05999999999999994
0.0009182608413970932,0.016514751431609652,0.06,0.9,0.039999999999999925
0.0008686945074634497,0.016602314257366187,0.06,0.92,0.019999999999999907
0.0008191281735298065,0.01671180216219261,0.06,0.9400000000000001,0.0
0.00310237680122842,0.02962214652581885,0.08,0.0,0.92
0.0030528104672947766,0.02911002055313088,0.08,0.02,0.9
0.0030032441333611333,0.028601795352140965,0.08,0.04,0.88
0.0029536777994274904,0.028097682592755444,0.08,0.06,0.8600000000000001
0.0029041114654938466,0.027597907633662034,0.08,0.08,0.8400000000000001
0.0028545451315602033,0.02710271044350509,0.08,0.1,0.8200000000000001
0.00280497879762656,0.026612346570121317,0.08,0.12,0.8
0.002755412463692916,0.026127088155924405,0.08,0.14,0.78
0.0027058461297592724,0.025647224996129155,0.08,0.16,0.76
0.002656279795825629,0.025173065634763847,0.08,0.18,0.74
0.0026067134618919857,0.02470493849127365,0.08,0.2,0.72
0.0025571471279583423,0.024243193007904913,0.08,0.22,0.7000000000000001
0.002507580794024699,0.02378820080491323,0.08,0.24,0.68
0.0024580144600910557,0.023340356826892096,0.08,0.26,0.66
0.0024084481261574123,0.022900080459113067,0.08,0.28,0.64
0.002358881792223769,0.022467816587654562,0.08,0.3,0.6200000000000001
0.0023093154582901256,0.022044036571248652,0.08,0.32,0.6000000000000001
0.002259749124356482,0.02162923908620088,0.08,0.34,0.5800000000000001
