expected_return,risk,weight_005930.KS,weight_AAPL,weight_NVDA
0.0022101827904228385,0.021223950798495584,0.08,0.36,0.56
0.0021606164564891947,0.02082872680941666,0.08,0.38,0.54
0.0021110501225555514,0.02044415081291206,0.08,0.4,0.52
0.002061483788621908,0.020070834894849354,0.08,0.42,0.5
0.0020119174546882647,0.01970941889673417,0.08,0.44,0.48000000000000004
0.001962351120754621,0.01936056926004529,0.08,0.46,0.46
0.0019127847868209776,0.019024977262917003,0.08,0.48,0.44000000000000006
0.0018632184528873342,0.018703356559490507,0.08,0.5,0.42000000000000004
0.0018136521189536909,0.018396439935047044,0.08,0.52,0.4
0.0017640857850200473,0.01810497519831442,0.08,0.54,0.38
0.0017145194510864038,0.017829720147405463,0.08,0.56,0.36
0.0016649531171527604,0.017571436568859185,0.08,0.58,0.3400000000000001
0.001615386783219117,0.01733088326103193,0.08,0.6,0.32000000000000006
0.0015658204492854737,0.017108808113864074,0.08,0.62,0.30000000000000004
0.0015162541153518302,0.01690593932622364,0.08,0.64,0.28
0.0014666877814181866,0.016722975897917162,0.08,0.66,0.26
0.0014171214474845433,0.016560577593130957,0.08,0.68,0.24
0.0013675551135508997,0.016419354631328643,0.08,0.7000000000000001,0.21999999999999997
0.0013179887796172566,0.016299857415204132,0.08,0.72,0.20000000000000007
0.001268422445683613,0.016202566647234202,0.08,0.74,0.18000000000000005
0.0012188561117499695,0.016127884210756747,0.08,0.76,0.16000000000000003
0.0011692897778163261,0.0160761251932335,0.08,0.78,0.14
0.0011197234438826825,0.016047511405102237,0.08,0.8,0.12
0.001070157109949039,0.01604216669657454,0.08,0.8200000000000001,0.09999999999999998
0.0010205907760153959,0.01606011429909245,0.08,0.84,0.08000000000000007
0.0009710244420817523,0.016101276323154372,0.08,0.86,0.06000000000000005
0.0009214581081481088,0.01616547543763124,0.08,0.88,0.040000000000000036
0.0008718917742144654,0.01625243864686699,0.08,0.9,0.020000000000000018
0.0008223254402808218,0.01636180298045182,0.08,0.92,0.0
0.003056007734045792,0.028983411621257858,0.1,0.0,0.9
0.0030064414001121486,0.028471510180570692,0.1,0.02,0.88
0.0029568750661785053,0.027963606771531552,0.1,0.04,0.86
0.002907308732244862,0.02745992323985593,0.1,0.06,0.8400000000000001
0.0028577423983112186,0.026960696095615626,0.1,0.08,0.8200000000000001
0.0028081760643775752,0.026466177520317075,0.1,0.1,0.8
0.0027586097304439314,0.02597663642716585,0.1,0.12,0.78
0.002709043396510288,0.025492359572170085,0.1,0.14,0.76
0.0026594770625766443,0.025013652712066934,0.1,0.16,0.74
0.002609910728643001,0.024540841802970094,0.1,0.18,0.72
0.0025603443947093576,0.024074274231061357,0.1,0.2,0.7
0.0025107780607757147,0.023614320063506278,0.1,0.22,0.68
0.002461211726842071,0.023161373303984253,0.1,0.24,0.66
0.0024116453929084276,0.022715853132707638,0.1,0.26,0.64
0.002362079058974784,0.022278205105492718,0.1,0.28,0.62
0.002312512725041141,0.02184890228028607,0.1,0.3,0.6000000000000001
0.002262946391107497,0.02142844623252015,0.1,0.32,0.5800000000000001
0.002213380057173854,0.021017367912799016,0.1,0.34,0.56
0.00216381372324021,0.02061622829179309,0.1,0.36,0.54
0.0021142473893065667,0.0202256187280423,0.1,0.38,0.52
0.0020646810553729233,0.01984616098494544,0.1,0.4,0.5
0.00201511472143928,0.019478506814025433,0.1,0.42,0.48000000000000004
0.001965548387505636,0.0191233370132707,0.1,0.44,0.46
0.001915982053571993,0.018781359862844137,0.1,0.46,0.44
0.0018664157196383497,0.018453308836834808,0.1,0.48,0.42000000000000004
0.0018168493857047062,0.018139939490334253,0.1,0.5,0.4
0.0017672830517710624,0.017842025427450774,0.1,0.52,0.38
0.001717716717837419,0.01756035326951144,0.1,0.54,0.36
0.0016681503839037757,0.017295716565141554,0.1,0.56,0.33999999999999997
0.0016185840499701324,0.01704890861635466,0.1,0.58,0.32000000000000006
0.001569017716036489,0.016820714237847985,0.1,0.6,0.30000000000000004
0.0015194513821028455,0.01661190052008803,0.1,0.62,0.28
0.001469885048169202,0.016423206728976212,0.1,0.64,0.26
0.0014203187142355586,0.01625533354291777,0.1,0.66,0.24
0.001370752380301915,0.016108931897421228,0.1,0.68,0.21999999999999997
0.0013211860463682714,0.015984591771935626,0.1,0.7000000000000001,0.19999999999999996
0.0012716197124346283,0.015882831306493768,0.1,0.72,0.18000000000000005
0.0012220533785009847,0.015804086669626762,0.1,0.74,0.16000000000000003
0.0011724870445673414,0.01574870310746379,0.1,0.76,0.14
0.0011229207106336978,0.015716927582337285,0.1,0.78,0.12
0.0010733543767000543,0.015708903355908035,0.1,0.8,0.09999999999999998
0.001023788042766411,0.015724666788759386,0.1,0.8200000000000001,0.07999999999999996
0.0009742217088327676,0.015764146521305727,0.1,0.84,0.06000000000000005
0.0009246553748991241,0.01582716507869644,0.1,0.86,0.040000000000000036
0.0008750890409654807,0.015913442816274864,0.1,0.88,0.020000000000000018
0.0008255227070318372,0.016022604003744886,0.1,0.9,0.0
0.0030096386668631643,0.02835105048469583,0.12,0.0,0.88
0.0029600723329295205,0.02783950102443113,0.12,0.02,0.86
0.002910505998995877,0.027332055172420926,0.12,0.04,0.84
0.002860939665062234,0.02682894577807057,0.12,0.06,0.8200000000000001
0.0028113733311285905,0.02633042141957605,0.12,0.08,0.8
0.0027618069971949467,0.02583674750539853,0.12,0.1,0.78
0.0027122406632613034,0.02534820743442018,0.12,0.12,0.76
0.0026626743293276596,0.024865103811858528,0.12,0.14,0.74
0.0026131079953940163,0.024387759716014052,0.12,0.16,0.72
0.002563541661460373,0.02391652000841685,0.12,0.18,0.7
0.0025139753275267296,0.023451752676834175,0.12,0.2,0.6799999999999999
0.0024644089935930862,0.022993850196807487,0.12,0.22,0.66
0.002414842659659443,0.022543230892808554,0.12,0.24,0.64
0.002365276325725799,0.022100340274646486,0.12,0.26,0.62
0.0023157099917921558,0.02166565231834192,0.12,0.28,0.6
0.0022661436578585124,0.021239670653256777,0.12,0.3,0.5800000000000001
0.002216577323924869,0.020822929608817993,0.12,0.32,0.56
0.0021670109899912253,0.020415995064757206,0.12,0.34,0.54
0.002117444656057582,0.020019465038557387,0.12,0.36,0.52
0.0020678783221239386,0.019633969933033967,0.12,0.38,0.5
0.002018311988190295,0.01926017235613357,0.12,0.4,0.48
0.0019687456542566515,0.018898766414771388,0.12,0.42,0.46
0.0019191793203230084,0.018550476375760266,0.12,0.44,0.44
0.0018696129863893648,0.018216054580798165,0.12,0.46,0.42
0.0018200466524557215,0.01789627850054378,0.12,0.48,0.4
0.001770480318522078,0.017591946816735853,0.12,0.5,0.38
0.0017209139845884344,0.017303874432973942,0.12,0.52,0.36
0.001671347650654791,0.017032886336050778,0.12,0.54,0.33999999999999997
0.0016217813167211474,0.016779810262245242,0.12,0.56,0.31999999999999995
0.0015722149827875043,0.01654546816782486,0.12,0.58,0.30000000000000004
0.0015226486488538608,0.016330666560293555,0.12,0.6,0.28
0.0014730823149202172,0.016136185815424413,0.12,0.62,0.26
0.0014235159809865739,0.01596276868189686,0.12,0.64,0.24
0.0013739496470529303,0.015811108255559446,0.12,0.66,0.21999999999999997
0.0013243833131192867,0.01568183578225847,0.12,0.68,0.19999999999999996
0.0012748169791856434,0.015575508713677827,0.12,0.7000000000000001,0.17999999999999994
0.001225250645252,0.015492599485993791,0.12,0.72,0.16000000000000003
0.0011756843113183567,0.015433485508218991,0.12,0.74,0.14
0.0011261179773847131,0.015398440829734213,0.12,0.76,0.12
0.0010765516434510696,0.015387629901861924,0.12,0.78,0.09999999999999998
0.0010269853095174262,0.015401103757911448,0.12,0.8,0.07999999999999996
0.0009774189755837827,0.015438798816056335,0.12,0.8200000000000001,0.05999999999999994
0.0009278526416501394,0.015500538369966392,0.12,0.84,0.040000000000000036
0.000878286307716496,0.015586036686417998,0.12,0.86,0.020000000000000018
0.0008287199737828525,0.015694905491189313,0.12,0.88,0.0
0.002963269599680536,0.02772549923685057,0.14,0.0,0.86
0.0029137032657468925,0.027214446027516093,0.14,0.02,0.84
0.0028641369318132487,0.026707611390612992,0.14,0.04,0.82
0.002814570597879606,0.026205240101072242,0.14,0.06,0.8
0.002765004263945962,0.02570759382503773,0.14,0.08,0.78
0.0027154379300123187,0.02521495232489684,0.14,0.1,0.76
0.002665871596078675,0.024727614728799717,0.14,0.12,0.74
0.0026163052621450316,0.024245900860980902,0.14,0.14,0.72
0.0025667389282113882,0.02377015262678188,0.14,0.16,0.7
0.002517172594277745,0.023300735443241398,0.14,0.18,0.6799999999999999
0.002467606260344101,0.022838039702364473,0.14,0.2,0.6599999999999999
0.002418039926410458,0.022382482249586517,0.14,0.22,0.64
0.0023684735924768144,0.021934507854400664,0.14,0.24,0.62
0.002318907258543171,0.021494590643506162,0.14,0.26,0.6
0.0022693409246095277,0.021063235459075857,0.14,0.28,0.58
0.0022197745906758844,0.02064097909578099,0.14,0.3,0.56
0.002170208256742241,0.02022839136006357,0.14,0.32,0.54
0.0021206419228085973,0.019826075883914867,0.14,0.34,0.52
0.002071075588874954,0.019434670613340387,0.14,0.36,0.5
0.0020215092549413106,0.0190548478791816,0.14,0.38,0.48
0.001971942921007667,0.018687313945666348,0.14,0.4,0.45999999999999996
0.0019223765870740237,0.018332807920896078,0.14,0.42,0.44
0.0018728102531403801,0.017992099904693543,0.14,0.44,0.42
0.0018232439192067366,0.017665988244417754,0.14,0.46,0.39999999999999997
0.0017736775852730932,0.0173552957704203,0.14,0.48,0.38
0.0017241112513394496,0.01706086489194087,0.14,0.5,0.36
0.0016745449174058063,0.01678355145369364,0.14,0.52,0.33999999999999997
0.001624978583472163,0.01652421728530379,0.14,0.54,0.31999999999999995
0.0015754122495385192,0.01628372142173013,0.14,0.56,0.29999999999999993
0.001525845915604876,0.016062910033506458,0.14,0.58,0.28
0.0014762795816712325,0.015862605180233216,0.14,0.6,0.26
0.0014267132477375891,0.015683592586484454,0.14,0.62,0.24
0.0013771469138039458,0.015526608731114729,0.14,0.64,0.21999999999999997
0.001327580579870302,0.01539232763148107,0.14,0.66,0.19999999999999996
0.0012780142459366587,0.015281347784014751,0.14,0.68,0.17999999999999994
0.0012284479120030153,0.015194179781501827,0.14,0.7000000000000001,0.15999999999999992
0.001178881578069372,0.015131235155287715,0.14,0.72,0.14
0.0011293152441357284,0.015092816979346835,0.14,0.74,0.12
0.0010797489102020849,0.01507911271842395,0.14,0.76,0.09999999999999998
0.0010301825762684415,0.015090189705011635,0.14,0.78,0.07999999999999996
0.0009806162423347982,0.015125993496196302,0.14,0.8,0.05999999999999994
0.0009310499084011546,0.015186349203022295,0.14,0.8200000000000001,0.039999999999999925
0.0008814835744675113,0.015270965717358169,0.14,0.84,0.020000000000000018
0.0008319172405338678,0.015379442601107185,0.14,0.86,0.0
0.002916900532497908,0.027107229335506692,0.16,0.0,0.84
0.002867334198564264,0.02659683548560231,0.16,0.02,0.82
0.0028177678646306207,0.026090785775903017,0.16,0.04,0.7999999999999999
0.0027682015306969773,0.025589337934291342,0.16,0.06,0.78
0.002718635196763334,0.025092767850161325,0.16,0.08,0.76
0.00266906886282969,0.024601370892782526,0.16,0.1,0.74
0.002619502528896047,0.02411546330016975,0.16,0.12,0.72
0.0025699361949624035,0.023635383633756623,0.16,0.14,0.7
0.00252036986102876,0.023161494291243305,0.16,0.16,0.6799999999999999
0.0024708035270951164,0.022694183066309558,0.16,0.18,0.6599999999999999
0.002421237193161473,0.022233864739322224,0.16,0.2,0.6399999999999999
0.0023716708592278297,0.021780982677583913,0.16,0.22,0.62
0.0023221045252941864,0.02133601041693067,0.16,0.24,0.6
0.002272538191360543,0.02089945318846804,0.16,0.26,0.58
0.0022229718574268992,0.020471849344843997,0.16,0.28,0.5599999999999999
0.0021734055234932563,0.020053771629657144,0.16,0.3,0.54
0.0021238391895596126,0.019645828221439867,0.16,0.32,0.52
0.0020742728556259688,0.01924866347032006,0.16,0.34,0.49999999999999994
0.002024706521692326,0.01886295823131606,0.16,0.36,0.48
0.001975140187758682,0.018489429683863808,0.16,0.38,0.45999999999999996
0.0019255738538250388,0.01812883051352578,0.16,0.4,0.43999999999999995
0.0018760075198913954,0.017781947320166372,0.16,0.42,0.42
0.0018264411859577518,0.017449598108885783,0.16,0.44,0.39999999999999997
0.0017768748520241083,0.017132628717786362,0.16,0.46,0.37999999999999995
0.001727308518090465,0.016831908042668098,0.16,0.48,0.36
0.0016777421841568216,0.016548321935700355,0.16,0.5,0.33999999999999997
0.001628175850223178,0.016282765685649278,0.16,0.52,0.31999999999999995
0.0015786095162895345,0.016036135033584715,0.16,0.54,0.29999999999999993
0.0015290431823558911,0.015809315741435424,0.16,0.56,0.2799999999999999
0.0014794768484222478,0.015603171811040933,0.16,0.58,0.26
0.0014299105144886044,0.015418532546022537,0.16,0.6,0.24
0.001380344180554961,0.015256178752757175,0.16,0.62,0.21999999999999997
0.0013307778466213173,0.015116828482020698,0.16,0.64,0.19999999999999996
0.001281211512687674,0.015001122808943817,0.16,0.66,0.17999999999999994
0.0012316451787540304,0.014909612223616885,0.16,0.68,0.15999999999999992
0.001182078844820387,0.0148427442457137,0.16,0.7000000000000001,0.1399999999999999
0.0011325125108867437,0.014800852873538665,0.16,0.72,0.12
0.0010829461769531002,0.014784150424695962,0.16,0.74,0.09999999999999998
